Symbol,Maturity,Current Price,Trend,Trend Score,Composite Score,Belief Quality,Quantiment (%),Sentiment,Reference Return (%),Risk,Safety,Safety Score,Healthy Score,Reference Rating,Reference State,Strategic Signal,sharpRatio,Summary,Reference Prices,Category signal,Safety Band,Health Band,Investor Type,Current Stance,Portfolio Role,Risk Label,Investor Fit Score,Interpretation
WBETH/USDT,MATURE,2336.88,Downward,-1,0.3,50,58.87,Neutral,-1,High Risk,Caution,11.3,24.1,D,Underweight,Conservative Allocation,-1.282848257,"WATCHLIST: Reference return -1.0%, Safety 11.3/100, Risk: High Risk","Risk Reference Prices (Current: 2336.88) | Lower Warning: 2220.04, Lower Danger: 2103.19, Upper Warning: 2453.72, Upper Danger: 2570.57",WATCHLIST,Risky,Weak,Aggressive Growth,Watch / DCA Only,High-Beta Growth Position,High Risk | Risky | Weak,30.32,Suitable for aggressive investors targeting high upside with elevated risk exposure. Current weakness suggests observation or gradual accumulation only.
TCT/USDT,MATURE,0,Downward,-1,-1.51,30,31.82,Bearish,-5.33,High Risk,Caution,0,-2,D,Underweight,Conservative Allocation,-1.241668298,"WATCHLIST: Reference return -5.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.31,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
LAZIO/USDT,MATURE,0.7,Downward,-1,0.53,60,41.04,Neutral,-1.14,Low Risk,Caution,28.6,29.1,D,Underweight,Conservative Allocation,-0.393469886,"WATCHLIST: Reference return -1.1%, Safety 28.6/100, Risk: Low Risk","Risk Reference Prices (Current: 0.70) | Lower Warning: 0.67, Lower Danger: 0.63, Upper Warning: 0.74, Upper Danger: 0.77",WATCHLIST,Caution,Acceptable,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Acceptable,38.17,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
HOOK/USDT,MATURE,0.01,Downward,-1,-1.81,40,30.96,Bearish,-9.39,High Risk,Caution,0,-1.7,D,Underweight,Conservative Allocation,-2.747250471,"WATCHLIST: Reference return -9.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,9.06,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ZKC/USDT,MATURE,0.07,Downward,-1,0.19,50,39.73,Bearish,-2.74,High Risk,Caution,0,17.9,D,Underweight,Conservative Allocation,-1.911065951,"WATCHLIST: Reference return -2.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.07, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.08",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.32,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
ORN/USDT,MATURE,1.05,Downward,-1,-0.98,35,47.1,Neutral,0.34,High Risk,Caution,0,5.5,D,Underweight,Conservative Allocation,-0.614739454,"WATCHLIST: Reference return 0.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.05) | Lower Warning: 1.0, Lower Danger: 0.95, Upper Warning: 1.11, Upper Danger: 1.16",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.16,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
MET/USDT,MATURE,0.13,Downward,-1,-0.54,25,35.11,Bearish,-5.66,High Risk,Caution,0,5,D,Underweight,Conservative Allocation,-2.067363232,"WATCHLIST: Reference return -5.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.13) | Lower Warning: 0.12, Lower Danger: 0.12, Upper Warning: 0.14, Upper Danger: 0.14",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.41,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TORN/USDT,MATURE,4.06,Downward,-1,-1.71,45,41.38,Neutral,-0.8,High Risk,Caution,0,1.3,D,Underweight,Conservative Allocation,-1.104756378,"WATCHLIST: Reference return -0.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 4.06) | Lower Warning: 3.86, Lower Danger: 3.65, Upper Warning: 4.26, Upper Danger: 4.47",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
WTC/USDT,MATURE,0.01,Downward,-1,-1.6,40,46.35,Neutral,-0.79,High Risk,Caution,0,1.7,D,Underweight,Conservative Allocation,-1.410558866,"WATCHLIST: Reference return -0.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.14,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TRIBE/USDT,MATURE,0.2,Downward,-1,-0.13,45,48.85,Neutral,0,Low Risk,Caution,26.8,20.4,D,Underweight,Conservative Allocation,-0.563145742,"WATCHLIST: Reference return 0.0%, Safety 26.8/100, Risk: Low Risk","Risk Reference Prices (Current: 0.20) | Lower Warning: 0.19, Lower Danger: 0.18, Upper Warning: 0.21, Upper Danger: 0.22",WATCHLIST,Caution,Weak,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Weak,31.81,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
RONIN/USDT,MATURE,0.08,Downward,-1,-2.04,10,43.99,Neutral,-1.46,High Risk,Caution,0,-6.8,D,Underweight,Conservative Allocation,-2.523200476,"WATCHLIST: Reference return -1.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.08) | Lower Warning: 0.08, Lower Danger: 0.08, Upper Warning: 0.09, Upper Danger: 0.09",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,3.76,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
HOME/USDT,MATURE,0.02,Downward,-1,0.51,70,39.69,Bearish,-2.21,High Risk,Caution,7.7,26.5,D,Underweight,Conservative Allocation,-0.827805505,"WATCHLIST: Reference return -2.2%, Safety 7.7/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,31.39,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
REN/USDT,MATURE,0.04,Upward,1,0.5,85,56.78,Neutral,1.04,High Risk,Caution,0,32.1,D,Underweight,Conservative Allocation,-0.382769208,"WATCHLIST: Reference return 1.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.04, Lower Danger: 0.04, Upper Warning: 0.04, Upper Danger: 0.05",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Acceptable,34.31,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
ACH/USDT,MATURE,0.01,Downward,-1,-2.62,20,42.42,Neutral,-2.63,High Risk,Caution,6.6,-5.6,D,Underweight,Conservative Allocation,-1.666050256,"WATCHLIST: Reference return -2.6%, Safety 6.6/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,6.32,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
REP/USDT,MATURE,4.73,Downward,-1,-2.89,30,42.37,Neutral,-1.58,High Risk,Caution,6.5,-4.2,D,Underweight,Conservative Allocation,-1.106505111,"WATCHLIST: Reference return -1.6%, Safety 6.5/100, Risk: High Risk","Risk Reference Prices (Current: 4.73) | Lower Warning: 4.49, Lower Danger: 4.26, Upper Warning: 4.97, Upper Danger: 5.2",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,7.53,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
SRM/USDT,MATURE,0.24,Downward,-1,-0.17,35,36.58,Bearish,-0.95,High Risk,Caution,0,10.8,D,Underweight,Conservative Allocation,-0.512631791,"WATCHLIST: Reference return -0.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.24) | Lower Warning: 0.23, Lower Danger: 0.22, Upper Warning: 0.26, Upper Danger: 0.27",WATCHLIST,Speculative,Weak,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Speculative | Weak,16.72,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
DOCK/USDT,MATURE,0,Downward,-1,0.44,55,28.03,Bearish,-5.82,High Risk,Caution,0,19.5,D,Underweight,Conservative Allocation,-1.33562252,"WATCHLIST: Reference return -5.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,23,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
STX/USDT,MATURE,0.22,Downward,-1,-1.51,45,44.13,Neutral,-1.86,High Risk,Caution,5,3.9,D,Underweight,Conservative Allocation,-1.478605892,"WATCHLIST: Reference return -1.9%, Safety 5.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.22) | Lower Warning: 0.21, Lower Danger: 0.2, Upper Warning: 0.23, Upper Danger: 0.24",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,15.31,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ALICE/USDT,MATURE,0.11,Downward,-1,0.6,70,45.71,Neutral,-3.09,High Risk,Caution,0,26.7,D,Underweight,Conservative Allocation,-0.660728626,"WATCHLIST: Reference return -3.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.11) | Lower Warning: 0.1, Lower Danger: 0.1, Upper Warning: 0.11, Upper Danger: 0.12",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,29.58,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
STPT/USDT,MATURE,0.07,Upward,1,1.49,85,58.18,Neutral,-0.09,High Risk,Caution,0,38.4,C,Caution,Risk Mitigation,1.12943374,"WATCHLIST: Reference return -0.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.07) | Lower Warning: 0.07, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.08",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Speculative | Acceptable,38.81,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
FXS/USDT,MATURE,0.81,Downward,-1,1.84,85,40.08,Neutral,-4.69,High Risk,Caution,0,37.5,C,Caution,Risk Mitigation,-0.685107369,"WATCHLIST: Reference return -4.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.81) | Lower Warning: 0.77, Lower Danger: 0.73, Upper Warning: 0.85, Upper Danger: 0.89",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,37.61,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
ETHUP/USDT,MATURE,11.65,Upward,1,1.75,85,58.34,Neutral,4.71,Low Risk,Caution,7.1,48.9,C+,Watchlist,Double Check,1.573498048,"WATCHLIST: Reference return 4.7%, Safety 7.1/100, Risk: Low Risk","Risk Reference Prices (Current: 11.65) | Lower Warning: 11.07, Lower Danger: 10.49, Upper Warning: 12.23, Upper Danger: 12.82",WATCHLIST,Speculative,Strong,Moderately Conservative,Selective Exposure,Core Allocation,Low Risk | Speculative | Strong,45.11,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current setup allows selective exposure under controlled sizing."
MOVE/USDT,MATURE,0.02,Downward,-1,-0.5,35,40.35,Neutral,-2.48,High Risk,Caution,0,8.2,D,Underweight,Conservative Allocation,-2.521128604,"WATCHLIST: Reference return -2.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.02) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.02, Upper Danger: 0.02",WATCHLIST,Speculative,Fragile,Speculative,High Risk Tactical Only,Tactical Satellite Position,High Risk | Speculative | Fragile,15.5,"Suitable only for high-risk tactical or speculative positioning. Current profile is only suitable for tactical, high-risk participation."
AUD/USDT,MATURE,0.73,Upward,1,4.03,100,53.1,Neutral,0.37,Mediate Risk,Caution,25.1,52.9,C+,Watchlist,Double Check,0.341461358,"ATTENTION: Reference return 0.4%, Safety 25.1/100, Risk: Mediate Risk","Risk Reference Prices (Current: 0.73) | Lower Warning: 0.69, Lower Danger: 0.65, Upper Warning: 0.76, Upper Danger: 0.8",ATTENTION,Caution,Strong,Balanced Growth,Selective Exposure,Growth Allocation,Mediate Risk | Caution | Strong,60.04,Suitable for investors seeking a balance between upside potential and manageable volatility. Current setup allows selective exposure under controlled sizing.
YGG/USDT,MATURE,0.04,Downward,-1,0.18,50,43.46,Neutral,-1.08,High Risk,Caution,0,18.3,D,Underweight,Conservative Allocation,-1.823440827,"WATCHLIST: Reference return -1.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.04) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,22.79,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
CELR/USDT,MATURE,0,Downward,-1,-1.3,35,47.29,Neutral,-0.16,High Risk,Caution,0,2.7,D,Underweight,Conservative Allocation,-1.649778745,"WATCHLIST: Reference return -0.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.54,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
MKR/USDT,MATURE,1813.7,Downward,-1,2.53,65,42.36,Neutral,0.64,Low Risk,Caution,29.7,43.4,C,Caution,Risk Mitigation,0.537556592,"WATCHLIST: Reference return 0.6%, Safety 29.7/100, Risk: Low Risk","Risk Reference Prices (Current: 1813.70) | Lower Warning: 1723.02, Lower Danger: 1632.33, Upper Warning: 1904.39, Upper Danger: 1995.07",WATCHLIST,Caution,Strong,Moderately Conservative,Watch / DCA Only,Core Allocation,Low Risk | Caution | Strong,48.73,"Suitable as a relatively stable core risk asset, but current conditions require caution. Current weakness suggests observation or gradual accumulation only."
WAVES/USDT,MATURE,1.08,Downward,-1,-1.49,40,39.48,Bearish,-3.72,High Risk,Caution,0,1.3,D,Underweight,Conservative Allocation,-0.613782028,"WATCHLIST: Reference return -3.7%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 1.08) | Lower Warning: 1.02, Lower Danger: 0.97, Upper Warning: 1.13, Upper Danger: 1.18",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.61,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FORTH/USDT,MATURE,0.24,Downward,-1,-1.82,40,29.27,Bearish,-8.82,High Risk,Caution,0,-2,D,Underweight,Conservative Allocation,-3.141364397,"WATCHLIST: Reference return -8.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.24) | Lower Warning: 0.23, Lower Danger: 0.21, Upper Warning: 0.25, Upper Danger: 0.26",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.78,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
TOWNS/USDT,MATURE,0,Downward,-1,-1.74,55,42.68,Neutral,-4.32,High Risk,Caution,0,3.4,D,Underweight,Conservative Allocation,-2.25399426,"WATCHLIST: Reference return -4.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,14.19,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
BAR/USDT,MATURE,0.56,Upward,1,0.39,60,53.15,Neutral,1.21,High Risk,Caution,13.3,28.5,D,Underweight,Conservative Allocation,-1.606644592,"WATCHLIST: Reference return 1.2%, Safety 13.3/100, Risk: High Risk","Risk Reference Prices (Current: 0.56) | Lower Warning: 0.53, Lower Danger: 0.5, Upper Warning: 0.59, Upper Danger: 0.61",WATCHLIST,Risky,Acceptable,Balanced Aggressive,Selective Exposure,Growth Allocation,High Risk | Risky | Acceptable,33.49,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current setup allows selective exposure under controlled sizing.
FTT/USDT,MATURE,0.3,Downward,-1,1.47,75,45.32,Neutral,-2.07,High Risk,Caution,0,34.3,D,Underweight,Conservative Allocation,-1.267788958,"WATCHLIST: Reference return -2.1%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.30) | Lower Warning: 0.28, Lower Danger: 0.27, Upper Warning: 0.31, Upper Danger: 0.33",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,34.75,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
QTUM/USDT,MATURE,0.96,Downward,-1,1.62,75,46.1,Neutral,-0.51,High Risk,Caution,0,35.3,C,Caution,Risk Mitigation,-1.341679517,"WATCHLIST: Reference return -0.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.96) | Lower Warning: 0.91, Lower Danger: 0.86, Upper Warning: 1.01, Upper Danger: 1.05",WATCHLIST,Speculative,Acceptable,Balanced Aggressive,Watch / DCA Only,Growth Allocation,High Risk | Speculative | Acceptable,35.5,Suitable for investors willing to accept higher volatility in exchange for stronger growth potential. Current weakness suggests observation or gradual accumulation only.
CVP/USDT,MATURE,0.03,Downward,-1,-1.45,30,42.4,Neutral,-12.17,High Risk,Caution,0,0,D,Underweight,Conservative Allocation,-1.132648289,"WATCHLIST: Reference return -12.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.03, Lower Danger: 0.03, Upper Warning: 0.04, Upper Danger: 0.04",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.12,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ACM/USDT,MATURE,0.41,Downward,-1,0.22,50,47.02,Neutral,-0.71,High Risk,Caution,24.2,24.1,D,Underweight,Conservative Allocation,-1.828825818,"WATCHLIST: Reference return -0.7%, Safety 24.2/100, Risk: High Risk","Risk Reference Prices (Current: 0.41) | Lower Warning: 0.39, Lower Danger: 0.37, Upper Warning: 0.43, Upper Danger: 0.45",WATCHLIST,Risky,Weak,Aggressive Growth,Watch / DCA Only,High-Beta Growth Position,High Risk | Risky | Weak,33.45,Suitable for aggressive investors targeting high upside with elevated risk exposure. Current weakness suggests observation or gradual accumulation only.
MEME/USDT,MATURE,0,Downward,-1,-0.52,25,38.24,Bearish,-3.89,High Risk,Caution,0,5.7,D,Underweight,Conservative Allocation,-2.026187403,"WATCHLIST: Reference return -3.9%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.98,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
IMX/USDT,MATURE,0.14,Downward,-1,-2.03,10,44.45,Neutral,-3.47,High Risk,Caution,0,-6.7,D,Underweight,Conservative Allocation,-2.274191947,"WATCHLIST: Reference return -3.5%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.14) | Lower Warning: 0.13, Lower Danger: 0.12, Upper Warning: 0.14, Upper Danger: 0.15",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,3.86,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
1MBABYDOGE/USDT,MATURE,0,Downward,-1,-1.34,35,46.98,Neutral,-1.4,High Risk,Caution,0,2.3,D,Underweight,Conservative Allocation,-1.834611586,"WATCHLIST: Reference return -1.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.29,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
ALPHA/USDT,MATURE,0.01,Downward,-1,-1.6,30,33.77,Bearish,-8.04,High Risk,Caution,0,-2.2,D,Underweight,Conservative Allocation,-2.830497698,"WATCHLIST: Reference return -8.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.01) | Lower Warning: 0.01, Lower Danger: 0.01, Upper Warning: 0.01, Upper Danger: 0.01",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,8.22,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
MANTA/USDT,MATURE,0.06,Downward,-1,0.25,50,44.78,Neutral,-0.76,High Risk,Caution,4.3,20.1,D,Underweight,Conservative Allocation,-1.102672191,"WATCHLIST: Reference return -0.8%, Safety 4.3/100, Risk: High Risk","Risk Reference Prices (Current: 0.06) | Lower Warning: 0.06, Lower Danger: 0.06, Upper Warning: 0.07, Upper Danger: 0.07",WATCHLIST,Speculative,Weak,Speculative,Watch / DCA Only,Tactical Satellite Position,High Risk | Speculative | Weak,25.14,Suitable only for high-risk tactical or speculative positioning. Current weakness suggests observation or gradual accumulation only.
ADAUP/USDT,MATURE,0.1,Downward,-1,-2.44,20,51.49,Neutral,-3.17,High Risk,Caution,0,-5.1,D,Underweight,Conservative Allocation,-0.885932651,"WATCHLIST: Reference return -3.2%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.10) | Lower Warning: 0.1, Lower Danger: 0.09, Upper Warning: 0.11, Upper Danger: 0.11",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,5.52,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FIRO/USDT,MATURE,0.3,Downward,-1,-1.3,30,35.17,Bearish,-6.35,High Risk,Caution,0,-0.2,D,Underweight,Conservative Allocation,-0.442630067,"WATCHLIST: Reference return -6.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.30) | Lower Warning: 0.28, Lower Danger: 0.27, Upper Warning: 0.32, Upper Danger: 0.33",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,9.71,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
MITH/USDT,MATURE,0,Downward,-1,-1.64,40,33.03,Bearish,-3,High Risk,Caution,0,-0.5,D,Underweight,Conservative Allocation,-0.7766581,"WATCHLIST: Reference return -3.0%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,10.05,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
LTO/USDT,MATURE,0,Downward,-1,-1.09,40,31.33,Bearish,-8.29,High Risk,Caution,0,2.8,D,Underweight,Conservative Allocation,-2.592651885,"WATCHLIST: Reference return -8.3%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.00) | Lower Warning: 0.0, Lower Danger: 0.0, Upper Warning: 0.0, Upper Danger: 0.0",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,12.25,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
FRAX/USDT,MATURE,0.39,Unknown,0,0.34,35,35.62,Bearish,-3.81,High Risk,Caution,0,15.7,D,Underweight,Conservative Allocation,-1.53576317,"WATCHLIST: Reference return -3.8%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.39) | Lower Warning: 0.37, Lower Danger: 0.35, Upper Warning: 0.41, Upper Danger: 0.43",WATCHLIST,Speculative,Weak,Speculative,Selective Exposure,Tactical Satellite Position,High Risk | Speculative | Weak,19.37,Suitable only for high-risk tactical or speculative positioning. Current setup allows selective exposure under controlled sizing.
DREP/USDT,MATURE,0.03,Downward,-1,-1.34,30,51.49,Neutral,-0.42,High Risk,Caution,0,2,D,Underweight,Conservative Allocation,-1.229872658,"WATCHLIST: Reference return -0.4%, Safety 0.0/100, Risk: High Risk","Risk Reference Prices (Current: 0.03) | Lower Warning: 0.02, Lower Danger: 0.02, Upper Warning: 0.03, Upper Danger: 0.03",WATCHLIST,Speculative,Fragile,Speculative,Avoid / Too Fragile,Tactical Satellite Position,High Risk | Speculative | Fragile,11.9,Suitable only for high-risk tactical or speculative positioning. Current profile appears too fragile for normal allocation.
